video_id,comment_id,parent_id,author,text,like_count,published_at,updated_at,reply_count
2wwp3dKbGE8,Ugwj1M5bLivVlqF4KkZ4AaABAg,,@musfifirah7538,"Bang gimana kalau saya pemula banget, tapi mau belajar coding lewat kode yang sudah terangkai lewat vipe coding baru di pahami, mohon pandangannya pak",0,2025-11-19T11:44:32Z,2025-11-19T11:44:32Z,0.0
2wwp3dKbGE8,UgzZwHJ7sB8GMMgehFB4AaABAg,,@advhe77,Prinsip2 dasar foundamentalnya jgn smpe dilupain...ai diperlukan utk belajar dan mengembangkan diri jadi lebih baik. ai tambahan skillset kita. value di perusahaan tempat kita kerja tetep kita gunain skill set kita yg kita pelajari...,0,2025-11-18T02:28:17Z,2025-11-18T02:28:17Z,0.0
2wwp3dKbGE8,UgydMEecb1Nh-PRBgq94AaABAg,,@zororaka,"sekedar sharing aja, pernah diskusi dengan tech lead beberapa minggu lalu soal vibe coding vs rekrut pegawai baru. Dari diskusi kita, kita sama2 setuju daripada over rekrutmen itu mending kita pilih vide coding agar operasional perusahaan juga efisien dan product cepat selesai. (Note: kita pakai AI bukan berarti full AI, hanya saja untuk support development)",0,2025-11-17T05:25:58Z,2025-11-17T05:29:49Z,0.0
2wwp3dKbGE8,UgxoF9XGiQczCku-ZqJ4AaABAg,,@reafter.studio,"saya bukan programer tapi butuh website sederhana untuk usaha saya, dulu saya belajar di yt biar bisa buat website sendiri memakan waktu banyak untuk belajar dan hasilnya biasa saja😂. tapi semenjak ada Ai hasilnya lebih bagus dari yg saya buat dulu. kalau dari pov profesional website saya pasti masih banyak kekuranganya tapi untuk saya pribadi itu sudah lebih dari cukup. mungkin bikin website full vibe coding diperuntukkan untuk orang awam seperti saya yg kebutuhannya belum komplek. saya yakin prompt hasil programer sama hasil orang awam pasti akan beda",0,2025-11-14T23:31:39Z,2025-11-14T23:31:39Z,0.0
2wwp3dKbGE8,UgzAbfd4HeGD1h1UxPJ4AaABAg,,@kurabasakurata2575,"yang biasa ngehandle pekerjaan sendiri dan punya gaya koding tersendiri, saat pakai ai agent pasti juga berasa 1 project dikerjakan oleh banyak orang yang gaya kodenya kadang berbeda - beda. padahal dalam prompt sudah menyuruh menggunakan pattern yang sama dari project yang ada. dengan memiliki gaya kode tersendiri yang terstruktur bisa cepat menemukan titik masalahnya walau yang ditunjukkan line erronya berbeda.",0,2025-11-13T00:32:17Z,2025-11-13T00:32:17Z,0.0
2wwp3dKbGE8,UgxIfu3lmyt6N9IY5XJ4AaABAg,,@clipper_productive,"Zaman makin berkembang, dan AI makin mendekati kesempurnaan. Dulu, orang lebih percaya penunjuk jalan atau nanya ke orang buat tahu arah. Sekarang, cukup pakai Google Maps — tanpa perlu hafal detail jalan, kita bisa sampai tujuan dengan akurat. Level selanjutnya dari AI adalah saat kita nggak perlu lagi capek mikirin hal teknis, karena semua sudah diurus oleh AI. Tugas kita tinggal mengawasi dan mengambil keputusan besar.",0,2025-11-12T08:27:26Z,2025-11-12T08:27:26Z,2.0
2wwp3dKbGE8,UgxIfu3lmyt6N9IY5XJ4AaABAg.APQHlHEqN-vAPQI97GEkDy,UgxIfu3lmyt6N9IY5XJ4AaABAg,@clipper_productive,"Dulu ojek offline tergantikan oleh ojek online. Begitu juga nanti, buat kalian yang masih kontra dengan vibe coding — kalian nggak bisa menahan perkembangan zaman selanjutnya. Akhirnya, kalian cuma bakal menelan ludah sendiri. Jangan remehkan vibe coding; mungkin sekarang belum sempurna, tapi siapa tahu ke depannya bakal jadi sesuatu yang besar?",0,2025-11-12T08:30:49Z,2025-11-12T08:30:49Z,
2wwp3dKbGE8,UgxIfu3lmyt6N9IY5XJ4AaABAg.APQHlHEqN-vAPQIUdxoFMa,UgxIfu3lmyt6N9IY5XJ4AaABAg,@clipper_productive,"jangan arogan dengan pengetahuan fundamental kalian soal coding. Ingat, zaman terus berkembang dan kita harus bisa menyesuaikan diri. Buat kalian yang masih kontra, pada akhirnya kalian juga akan menelan ludah sendiri.",0,2025-11-12T08:33:45Z,2025-11-12T08:33:45Z,
2wwp3dKbGE8,UgwmJKls1C4yTx9x5qB4AaABAg,,@chairulamin6427,"saya coba ngoding vibe kecilan sebenernya mudah, suruh AInya jangan ngide kecuali yang bener dari input prompt kita, lalu suruh AInya belajar standar percodingan yang ada, best practicenya gimana, apa itu ECMAScript, PEP8 dan seterusnya (karena rule-rule seperti itu udah diuji oleh manusia sebelum ada AI), lalu sering-seringlah lakukan dialektika ke AInya. ngobrol diskusi teknis terus, buat AInya itu paling konservatif kalau bicara soal standar-standar bahkan ketika bicara teknis low-level, karena kita bicara dengan AI itu pakai high-level language. walhasil sukses terus. tapi masalah AI ini dia gak bisa menyederhanakan omongan dia kayak manusia natural yang tergantung emosi kayak nyingkat kata kalo lagi rese dll aja. intinya jadikan teman bukan budak.",0,2025-11-11T13:06:52Z,2025-11-11T13:06:52Z,0.0
2wwp3dKbGE8,Ugy9uXtJ1QBJFSjNfYd4AaABAg,,@agusrifai-ej2hn,"tapi auto complete AI juga lumayan mengganggu sih, makanya setiapp saya latihan, saya matikan internetnya",0,2025-11-11T03:40:36Z,2025-11-11T03:43:57Z,0.0
2wwp3dKbGE8,UgxUAmOZJ-RPb4zytgV4AaABAg,,@kodeka-team,"Vibe Coder -> nggak akan kenal sama yang namanya 'Jangan Lupa Titik Koma' , padahal Legend ",0,2025-11-10T17:04:15Z,2025-11-10T17:04:15Z,0.0
2wwp3dKbGE8,UgwifV1pa97z7mQdG5t4AaABAg,,@rachmatadijayaabulfatihilh1203,"Saya sudah mencoba Vibe Coding utk JavaScript, udah nulis prompt sedetail mungkin malah tidak berhasil. AI tidak sempurna apa yg dipikirkan oranh awwam, projet masih membutuhkan programmer yg bisa problem solving",0,2025-11-10T13:04:00Z,2025-11-10T13:04:00Z,0.0
2wwp3dKbGE8,Ugwj5Ga9uAnRIR5E0BF4AaABAg,,@AlaUnas,"Sharing aja bang, pernah semaleman saya minta Copilot buat debugging kode saya, pokoknya saya paksa biar beres, copy paste issue, copy console, logs dll.. alhasil zonk, gak dapat sama sekali, pas pagi tiba tiba kepikiran, coba cek dokumentasi, oh baru tahu, ai itu pake dokumentasi lama dia belum baca dokumentasi baru, disitu peran manusia. modal AI aja gak nyelesain masalah, Tuhan kasih manusia Otak dan feeling untuk belajar lebih baik",0,2025-11-10T09:29:20Z,2025-11-10T09:30:06Z,0.0
2wwp3dKbGE8,UgygZH8Bu-NnpQFmqD14AaABAg,,@edwinazter5610,"saya belajar tentang laravel di channel ini dari belum tahu apa-apa tentang laravel, hingga sekarang saya sudah paham sedikit tentang struktur laravel, bisa ngatasin sedikit-sedikit error yang terjadi. dan juga belajar frontend seperti tailwindcss juga dari sini. latar belakang pendidikan saya sama tidak sekali tidak ada hubungannya dengan koding-kodingan, tapi karena saya hobi untuk belajar teknologi, makanya pelan-pelan2 dari 2024 saya belajar dari channel ini. dan sekarang dengan AI sangat membantu saya, karena dasar laravel sudah saya pahami, tetapi tidak sepenuhnya bahasa pemograman yang lain saya pahami. sekarang beberapa website di Puskesmas Saya sudah saya kembangkan dengan bantuan AI menggunakan laravel dan beberapa teknologi, karena saya adalah seorang tenaga kesehatan masyarakat (SKM), saya membuat aplikasi pembuatan laporan pertanggung jawaban BOK puskesmas otomatis, yang dimana sangat membantu otomatisasi perkerjaan membosankan yang berulang, yang rawan kesalahan, saya membuat aplikasi SatuData, dimana menyimpan semua data penduduk di wilayah kerja puskesmas kami, dan sudah kami jalankan pendataan, dan semua data sudah saya input. ini sangat membantu kami dalam membuat kebijakan program2 di puskesmas yang akan kami jalankan berdasarkan analisa data dari aplikasi SatuData ini. ada juga aplikasi yang sedang saya kembangkan untuk mempertemukan orang yang butuh golongan darah tertentu dengan orang yang ingin mendonorkan darahnya. aplikasi ini pendonor bisa mencari org yang butuh golongan darah yang sama, sebaliknya orang yang butuh golongan darah tertentu juga bisa mendapatkan calon pendonor dan bisa saling komunikasi untuk kebutuhan tersebut.
intinya AI sangat membantu. tergantung sudut pandang masing-masing. saya pribadi sangat menghargai programer2 indonesia saat ini. saya sangat menghargai waktu yang kalian habiskan untuk belajar tentang koding, IT dan sebagainya.",0,2025-11-09T02:25:05Z,2025-11-09T02:25:05Z,0.0
2wwp3dKbGE8,UgxOyMitRNa0bJRTGT54AaABAg,,@vbz9356,pak bahas soal kubernetas dong,0,2025-11-08T02:21:41Z,2025-11-08T02:21:41Z,0.0
2wwp3dKbGE8,UgxTOwQ7_VBk4pPrglV4AaABAg,,@FikriHaikal-he4bg,Vibe Coding adalah judi,0,2025-11-05T23:10:02Z,2025-11-05T23:10:02Z,0.0
2wwp3dKbGE8,UgwFysmw3BDBGkKEN_R4AaABAg,,@dickyrezhary8474,"Saya pengajar di SMK, ada rekan kerja baru masuk. Gak punya pengalaman ngoding, dasarnya orang desain, malah disuruh ngajar programming. Dapet selentingan dari murid, dia nyuruh murid ngoding pake AI. ""Ngoding sekarang udah gampang, pake aja AI."" Gitu katanya.",0,2025-11-05T06:19:18Z,2025-11-05T06:19:18Z,0.0
2wwp3dKbGE8,Ugwn77tPcSrBybTHsG94AaABAg,,@andhikarmukti,"sekarang sponsornya diri sendiri ya pak hahaha btw saya sudah berlangganan kelas laravelnya. makasih pak sandhika dan team, sehat selalu",0,2025-11-05T03:33:18Z,2025-11-05T03:33:18Z,0.0
2wwp3dKbGE8,UgxlBTAHvLJCuaRMSF14AaABAg,,@prassetyo5150,Terima Kasih Pencerahannya Pak Dhika,0,2025-11-05T03:10:11Z,2025-11-05T03:10:11Z,0.0
2wwp3dKbGE8,UgyKRKDbvHdf4BFiEkp4AaABAg,,@alif-niji,"vibe coding = mandorin AI, harus paham yg AI kerjain 😂",0,2025-11-05T02:13:34Z,2025-11-05T02:13:34Z,0.0
2wwp3dKbGE8,Ugz2BxdFH4kIEoEqLYp4AaABAg,,@rezanurrochmat1366,"Betul sekali pak Sandika bahwa memang AI ini kayak sarung tangan thanos bermata dua
Sering sekali saya marah2 sama AI karena output kodenya sangat kurang dan perlu di improve dan sering nya saya juga review sebelum saya ambil di project
Memang AI ini game changer bagi role developer mid keatas lebih cepat dalam fixing bug dan kasih function yang secara readability lebih bagus
Mostly saya pake AI ini hanyak GPT atau Gemini untuk refactoring dan generate unit test, integration test serta Windsurf nya di VSCode untuk completion hahaha
Anyway pengalaman saya bekerja sudah sekitar 7 tahunan haha",0,2025-11-04T08:38:47Z,2025-11-04T08:42:24Z,0.0
2wwp3dKbGE8,Ugw2ZNhWPXVEa8ES5sJ4AaABAg,,@programchannel-g1s,"saya setuju dengan apa yang disampaikan rekan2 programmer juga. cuman suka ga suka, AI ini udah hampir bener2 menggantikan software engineer. Bahkan di perusahaan saya sudah subscribe claude code, dan dianjurkan dalam mengerjakan task dan debug error menggunakan claude code dan dari perusahaan mikir ini lebih efisien dibanding mempekerjakan software engineer. bahkan karena ini banyak software engineer yang kena LO. ini kenyataan di lapangan.",0,2025-11-04T08:34:26Z,2025-11-04T08:34:26Z,0.0
2wwp3dKbGE8,Ugwze_BTPzERQmHlFFJ4AaABAg,,@viansyahm3136,"Jangan ditinggalkan, tapi manfaatkan untuk meningkatkan skill sendiri. Mikir sendiri dulu, minta bantuan AI kalo udah buntu. Setidaknya kita paham jalannya baris2 kode yang dibikin si AI biar kita bisa evaluasi. Karena kalo kita ga mikir, skill logical thinking-mu bakal menyusut seiring waktu, alias tambah bego. XD",0,2025-11-04T05:14:12Z,2025-11-04T05:14:12Z,0.0
2wwp3dKbGE8,Ugw4tzKvIJp2h6AQjzB4AaABAg,,@kunci8830,"Sama, aku juga surug ai buat code nya dulu abis itu baru suruh jelasin cara kerja code nya itu",0,2025-11-04T01:39:00Z,2025-11-04T01:39:00Z,0.0
2wwp3dKbGE8,UgwLqZU5cQB-l21mf3d4AaABAg,,@danny34824,"Coding itu butuh akurasi. Tetapi cara kerja AI menggunakan sistem toleransi bukan akurasi. Jadi program yg dibuat AI pasti ada error-nya. Hanya saja dgn coding agent AI bisa disuruh memperbaiki error tsb. AI bs menulis program dgn cepat, tetapi bisa juga menghancurkan program km dgn cepat. Jadi kalau mau hasilnya bagus tetap gunakan prinsip2 coding yg diajarkan di IT spt spec driven, referensi ke dokumentasi, agile method, unit test, live test, github branching, back up, etc.",0,2025-11-04T01:31:30Z,2025-11-04T01:33:59Z,0.0
2wwp3dKbGE8,Ugx5wK0Aqpho54eExrF4AaABAg,,@yoschristian08,"Ijin share pengalaman juga Pak Sandhika.

Saya lulus informatika 2023 dan 2 tahun ini kerja di perusahaan startup negara tetangga yang fokusnya di bidang AI. Disini kita disuruh, bahkan dibayarin bos kita buat pake AI buat mempercepat pekerjaan. Hasilnya memang cepet banget, apalagi aku yang orang nya background nya Database Administrator bisa jadi dimasukkan juga jadi Fullstack, dimana lebih sering disuruh kerja di bagian frontend kaya layouting, debugging, bikin fitur, dll.

Selama saya vibe coding, saya belajar kalo AI itu ternyata kaya anak kecil yang jenius: pinter banget ngerjain apa2, tapi harus diperintah dengan detail, kalo gak ya dia makin kreatif alias ngehalu. Jadi kalo ngomong ke AI itu harus jelas. Pakelah AI layaknya dia itu asisten dan gurumu. Kamu tahu logic nya tapi gak tau syntax nya? Suruh AI yang kerjain. Kamu tau logika buat solve problemnya tapi gatau caranya? Minta AI ajarin.

Dan sekali lagi, FOUNDATION PROGRAMMING HARUS KUAT, TERUTAMA DI LOGIKA. Kamu tidak disuruh menghafal syntax semua bahasa pemrograman, tapi kamu harus tau baris kode yang dibuat AI mu itu buat apa. Kenapa? Karena nanti waktu di submit, namanya itu namamu. Kalo ada salah atau error, yang dipanggil dosen atau bos bukan AI nya, tapi kamu.

Tips: Kalo misalkan kamu bingung AI nya itu nulis apa, kamu boleh tanya AI nya, jangan malu2. Tanya aja sampe bener2 ngerti, kalo perlu suruh AI nya begini: ""jelaskan kode tersebut seolah-olah saya anak SD""",0,2025-11-04T00:57:07Z,2025-11-04T00:57:07Z,0.0
2wwp3dKbGE8,UgzEvwI9mzYnD491SrB4AaABAg,,@kaoskaosdistro,"Saya mau cepet ke indomaret, saya pake motor, klo pake motor brti kemampuan jalan dan lari saya akan tidak terlatih. Tapi saya selalu menyelesaikan misi ke indomaret dengan cepat, efisien , tanpa mengeluarkan energi berlebihan. Sisa energi yg banyak itu bisa saya pake utk hal lain, misal memikirkan rute, list belanja yg lbh baik lagi agar lbh efisien, bahkan sisa energi bisa saya pake utk mencari uang lebih agar bisa beli mobil 😊

Misalpun perjalanan ke indomaret tdk mulus, tinggal belajar naik motor dengan baik, pake rute yg benar, bhkn upgrade motor

Tp ini bukan ttg perjalanan ke indomaret",0,2025-11-03T18:19:36Z,2025-11-03T18:22:33Z,1.0
2wwp3dKbGE8,UgzEvwI9mzYnD491SrB4AaABAg.AP4ANe38rfsAP5ZkMmWmMm,UgzEvwI9mzYnD491SrB4AaABAg,@sandhikagalihWPU,"beberapa tahun lalu ibu saya sedang menyebrang jalan, ditabrak oleh anak kelas 1 smp yang naik motor, ngebut, berlawanan arah, ga pake helm. anak itu bilang dia hanya mau ke minimarket.

Tp ini bukan ttg perjalanan ke minimarket",1,2025-11-04T07:20:32Z,2025-11-04T10:15:33Z,
2wwp3dKbGE8,UgyJNFcHQpfb_LlN2Pt4AaABAg,,@sabeltv9925,ptomo gajian nya gak bisa di klaim ya pak,0,2025-11-03T16:15:48Z,2025-11-03T16:15:48Z,0.0
2wwp3dKbGE8,UgyV8n1o5U7jnNFs81B4AaABAg,,@BurhanHasan-h8d,"vibe coding itu lebih parah dari tukang ngoprek.............. kosong, mending elo jangan jadi programer",0,2025-11-03T15:48:04Z,2025-11-03T15:48:04Z,0.0
2wwp3dKbGE8,UgxJTFWWuNPcWAc2rs54AaABAg,,@rifqiwibisono3991,"Konsep yang perlu dipahami untuk vibe coding hari ini (terlepas dari prospek ke depannya) adalah bahwa proses kerjanya cepat, acceptable, namun impossible to scale. Produk-produk ringkas yang ngga butuh sistem dan sekuriti yang kompleks kayak custom photo filter, custom stock tracker, dll. bisa pakai vibe coding. Bagus tidaknya vibe coding tidak biner, melainkan tergantung pada use case dari permasalahan yang mau diselesaikan.",0,2025-11-03T12:32:26Z,2025-11-03T12:32:26Z,0.0
2wwp3dKbGE8,UgxaMunqjYmBFZcqu_F4AaABAg,,@mynameiskranz,Aku 99% ai😂,0,2025-11-03T11:35:03Z,2025-11-03T11:35:03Z,0.0
2wwp3dKbGE8,UgzT-qeDPMyGrMjVnXF4AaABAg,,@plenthistis5796,"bagi saya jangan jadikan AI sebagai solusi, tapi hanya sebagai referensi.
sy butuh AI buat mempercepat proses saya belajar saja.
jadilah programer, jangan cuma prompter.
menggantungkan AI itu ibarat anak SD yg gak pinter itung2an, trus dikasih kalkulator.
dia bisa jawab dengan cepat. tapi tanpa tahu bagaimana logika itungan itu sendiri.",0,2025-11-03T10:38:43Z,2025-11-03T10:38:43Z,0.0
2wwp3dKbGE8,UgylRu15vH7c4VsX4G54AaABAg,,@juli4n_01,"Ini hanya masalah waktu sampai AI punya kemampuan lebih. saat semua pekerjaan menuntut kecepatan ketepatan, vibe coding sudah tidak bisa terhindari lagi. Menurut sy  interaksi AI dan manusia harus sudah mulai dijalankan..",0,2025-11-03T10:32:56Z,2025-11-03T10:32:56Z,0.0
2wwp3dKbGE8,Ugwr7Hovx9xdwZZqcc94AaABAg,,@yusufms7255,"ohhh jadi bukan vibe yaaa, soalnya  beneran ngebantu buat bikin kerangka, debungking sama nyelesain error",0,2025-11-03T09:46:46Z,2025-11-03T09:46:46Z,0.0
2wwp3dKbGE8,UgxK6Mpz5-RXUNazSzd4AaABAg,,@haixi_rtc,"pake AI masih sebatas buat belajar & diskusi soal arsitektur project, best practice, nanya solusi optimal, nanya problem, dsb. Belum nge ""vibe coding"" karena punya pengalaman nanya kode, eh dikasih kode yang kode tersebut pake package lawas, alhasil error. Nanya beberapa kali tetep error, akhirnya buka dan baca2 dokumentasi dari package tersebut eh langsung beres wkwkw.",0,2025-11-03T07:01:24Z,2025-11-03T07:01:24Z,0.0
2wwp3dKbGE8,Ugz8UiPpwCAr6CT3VUh4AaABAg,,@senaprasena168,"kelebihan AI itu adalah. orang-orang yang sebelumnya gak akan pernah kepikiran utk bisa bikin aplikasi atau website, sekarang jadi bisa. walau jelek walau sederhana, itu perbedaan yg terasa untuk orang awam. siapa tau dari asalnya gatau apa2 terus udah kena vibe coding bisa jadi tertarik utk belajar coding. bisa juga ga...",0,2025-11-03T06:18:24Z,2025-11-03T06:18:24Z,0.0
2wwp3dKbGE8,Ugya1QHQOo5hJ0qT52N4AaABAg,,@deryansyah,"walaupun bukan progremer, lebih ke arah nge-DAX di power BI, entah kenapa ini AI masih banyak ngaconya drpd benernya

akhirnya sekarang masih lebih sering ngegoogle dibanding nge-AI",0,2025-11-03T06:17:07Z,2025-11-03T06:17:07Z,0.0
2wwp3dKbGE8,Ugx4An1EqViVA2e6U554AaABAg,,@morvn99,"ijin ikut berbagi pengalaman, ternyata makin seru topik ini . aku kenal koding dari 2015 pertama kenal blogspot lalu wordpress dan ternyata menyenangkan, tapi ketika masuk SMK malah ambil teknik industri yang mana kenal nya malah sama G-code akhirnya punya beberapa sertifikat cnc dan kepake kerja 3th sampai akhirnya PHK karena covid. putus asa sertifikat hangus karena tidak di sertifikasi ulang coba iseng iseng pelajari hal baru dari framework sampai hosting + database . punya semangat baru buat menjalani hidup nekat kuliah di tahun 2022 di teknik informatika, sampai semester 7 ini semua di bantu AI semua di buat AI, Alhamdulillah IPK bisa di tahan 3.78 sampai akhirnya bisa kerja jadi IT support sejak semester 5, yang aku pelajari bukan lagi framework, tapi bagaimana membuat sebuah AI mengerti apa yang ingin aku buat. di tempat kerjaku mereka cuma tau semua cepet dan jalan, memang tidak di pungkiri dasar pemrograman itu penting, struktur data, paradigma bahasa, arsitektur pemrograman sama kemampuan analisis yang kuat buat bikin AI mengerti yang kita mau, jadi mau vibe coding atau ai assistant semua bisa di manfaatkan sebaik mungkin buat menunjang kehidupan kita menurut ku tidak masalah, ibarat petani yang dulu pakai kerbau buat bajak sekarang udah ada traktor, kita cuma kalah saing sama orang yang bisa pakai AI",4,2025-11-03T06:01:22Z,2025-11-03T06:01:22Z,0.0
